target,scenario,warmup,stoptime,interval,replication,seed,runType,testPattern,nowarning,nogui,durationLog,stepLog,w1,w2,w3,w4,w5,historyLength,lr,beta1,beta2,epsilon,adam_improvement,adam_split_target,adam_offset_target,maxsize,maxtrainstep,tabu_improvement,tabu_split_target,tabu_offset_target,nonstationary,iteration
rrsll_rssl_rsssll_rsl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,23,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,24,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,25,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,26,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,27,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
